_id,master_id,microorganism_common_name,pathogen_group,indicator_or_pathogen,authors,bib_id,year_published,location_comment,city,country,technology_description,influent_concentration,influent_concentration_qualifier,influent_independent_measurement_or_statistic,effluent_concentration,effluent_concentration_qualifier,effluent_independent_measurement_or_statistic,month,measurement_method,units,lrv,hrt_days,holdingtime_days,depth_meters,temperature_celsius,moisture_content_percent,coagulant,imputed_values
513,s25,NA,Bacteria,indicator,Salihoglu et al. (2007),,2007,"East WWTP, Bursa, Turkey",Bursa,Turkey,Sludge Drying Bed,10000000,0,Independent Measurement,2110255.301,0,Independent measurement,0,"Standard Methods (APHA, 1997)",CFU/gram of dry solids,0.68,NA,21.2,NA,21.08858,0.5335974,NA,""
514,s26,NA,Bacteria,indicator,Salihoglu et al. (2007),,2007,"East WWTP, Bursa, Turkey",Bursa,Turkey,Sludge Drying Bed,10000000,0,Independent Measurement,1810116.804,0,Independent measurement,0,"Standard Methods (APHA, 1997)",CFU/gram of dry solids,0.74,NA,24,NA,24.02424,0.51267277,NA,""
515,s27,NA,Bacteria,indicator,Salihoglu et al. (2007),,2007,"East WWTP, Bursa, Turkey",Bursa,Turkey,Sludge Drying Bed,10000000,0,Independent Measurement,4318667.814,0,Independent measurement,0,"Standard Methods (APHA, 1997)",CFU/gram of dry solids,0.36,NA,28.1,NA,22.471966,0.4151651,NA,""
516,s28,NA,Bacteria,indicator,Salihoglu et al. (2007),,2007,"East WWTP, Bursa, Turkey",Bursa,Turkey,Sludge Drying Bed,10000000,0,Independent Measurement,8129658.449,0,Independent measurement,0,"Standard Methods (APHA, 1997)",CFU/gram of dry solids,0.09,NA,31.2,NA,21.969028,0.399543,NA,""
517,s29,NA,Bacteria,indicator,Salihoglu et al. (2007),,2007,"East WWTP, Bursa, Turkey",Bursa,Turkey,Sludge Drying Bed,10000000,0,Independent Measurement,5517343.205,0,Independent measurement,0,"Standard Methods (APHA, 1997)",CFU/gram of dry solids,0.26,NA,35.2,NA,20.416754,0.35759434,NA,""
518,s30,NA,Bacteria,indicator,Salihoglu et al. (2007),,2007,"East WWTP, Bursa, Turkey",Bursa,Turkey,Sludge Drying Bed,10000000,0,Independent Measurement,22780486.78,0,Independent measurement,0,"Standard Methods (APHA, 1997)",CFU/gram of dry solids,-0.36,NA,38.2,NA,15.681697,0.33140438,NA,""
519,s31,NA,Bacteria,indicator,Salihoglu et al. (2007),,2007,"East WWTP, Bursa, Turkey",Bursa,Turkey,Sludge Drying Bed,10000000,0,Independent Measurement,6514954.695,0,Independent measurement,0,"Standard Methods (APHA, 1997)",CFU/gram of dry solids,0.19,NA,42.2,NA,14.924187,0.27090292,NA,""
520,s32,NA,Bacteria,indicator,Salihoglu et al. (2007),,2007,"East WWTP, Bursa, Turkey",Bursa,Turkey,Sludge Drying Bed,10000000,0,Independent Measurement,619368.7651,0,Independent measurement,0,"Standard Methods (APHA, 1997)",CFU/gram of dry solids,1.21,NA,45,NA,21.827461,0.2420927,NA,""
521,s33,NA,Bacteria,indicator,Salihoglu et al. (2007),,2007,"East WWTP, Bursa, Turkey",Bursa,Turkey,Sludge Drying Bed,10000000,0,Independent Measurement,21244.39169,0,Independent measurement,0,"Standard Methods (APHA, 1997)",CFU/gram of dry solids,2.67,NA,49.3,NA,26.887877,0.22921505,NA,""
522,s34,NA,Bacteria,indicator,Salihoglu et al. (2007),,2007,"East WWTP, Bursa, Turkey",Bursa,Turkey,Sludge Drying Bed,10000000,0,Independent Measurement,54747.3371,0,Independent measurement,0,"Standard Methods (APHA, 1997)",CFU/gram of dry solids,2.26,NA,52.3,NA,30.088045,0.22418568,NA,""
523,s35,NA,Bacteria,indicator,Salihoglu et al. (2007),,2007,"East WWTP, Bursa, Turkey",Bursa,Turkey,Sludge Drying Bed,10000000,0,Independent Measurement,2570.236579,0,Independent measurement,0,"Standard Methods (APHA, 1997)",CFU/gram of dry solids,3.59,NA,56.3,NA,30.124058,0.13723348,NA,""
524,s36,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,2630000000,0,Independent Measurement,1350000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.29,NA,32,NA,21,0.95,NA,""
525,s37,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,2630000000,0,Independent Measurement,5350000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,-0.31,NA,59,NA,21,0.95,NA,""
526,s38,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,2630000000,0,Independent Measurement,1190000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.34,NA,95,NA,21,0.95,NA,""
527,s39,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,12800000000,0,Independent Measurement,4250096.5,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,3.48,NA,32,NA,21,0.05,NA,""
528,s40,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,12800000000,0,Independent Measurement,43096.41,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,5.47,NA,59,NA,21,0.05,NA,""
529,s41,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,12800000000,0,Independent Measurement,2919152.5,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,3.64,NA,95,NA,21,0.05,NA,""
530,s42,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,752000000,0,Independent Measurement,234000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.51,NA,32,NA,21,0.53,NA,""
531,s43,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,752000000,0,Independent Measurement,17600000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,1.63,NA,59,NA,21,0.53,NA,""
532,s44,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,752000000,0,Independent Measurement,44000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,1.23,NA,95,NA,21,0.53,NA,""
533,s45,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,1140000000,0,Independent Measurement,13393.319,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,4.93,NA,32,NA,21,0.24,NA,""
534,s46,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,1140000000,0,Independent Measurement,1094.649,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,6.02,NA,59,NA,21,0.24,NA,""
535,s47,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,1140000000,0,Independent Measurement,1189.95,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,5.98,NA,95,NA,21,0.24,NA,""
536,s48,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,11300000000,0,Independent Measurement,2280000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.7,NA,30,NA,21,0.06,NA,""
537,s49,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,11300000000,0,Independent Measurement,1010000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,1.05,NA,67,NA,21,0.06,NA,""
538,s50,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,11300000000,0,Independent Measurement,1050000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,1.03,NA,95,NA,21,0.06,NA,""
539,s51,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,6310000000,0,Independent Measurement,707000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.95,NA,30,NA,21,0.95,NA,""
540,s52,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,6310000000,0,Independent Measurement,301000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,1.32,NA,67,NA,21,0.95,NA,""
541,s53,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,6310000000,0,Independent Measurement,813000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.89,NA,95,NA,21,0.95,NA,""
542,s54,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,17200000000,0,Independent Measurement,3620000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.68,NA,30,NA,21,0.72,NA,""
543,s55,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,17200000000,0,Independent Measurement,10600000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,3.21,NA,67,NA,21,0.72,NA,""
544,s56,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,17200000000,0,Independent Measurement,2857.14,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,6.78,NA,95,NA,21,0.72,NA,""
545,s57,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,17200000000,0,Independent Measurement,4279471.5,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,3.6,NA,30,NA,21,0.4,NA,""
546,s58,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,17200000000,0,Independent Measurement,895.3177,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,7.28,NA,67,NA,21,0.4,NA,""
547,s59,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,17200000000,0,Independent Measurement,1045.6945,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,7.22,NA,95,NA,21,0.4,NA,""
548,s60,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,2470000000,0,Independent Measurement,2080000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.07,NA,32,NA,21,0.95,NA,""
549,s61,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,2470000000,0,Independent Measurement,893000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.44,NA,58,NA,21,0.95,NA,""
550,s62,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,2470000000,0,Independent Measurement,972000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.41,NA,94,NA,21,0.95,NA,""
551,s63,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,893000000,0,Independent Measurement,1250000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,-0.15,NA,32,NA,21,0.05,NA,""
552,s64,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,893000000,0,Independent Measurement,515000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.24,NA,58,NA,21,0.05,NA,""
553,s65,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,893000000,0,Independent Measurement,417000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.33,NA,94,NA,21,0.05,NA,""
554,s66,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,5760000000,0,Independent Measurement,754000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.88,NA,32,NA,21,0.68,NA,""
555,s67,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,5760000000,0,Independent Measurement,186000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,1.49,NA,58,NA,21,0.68,NA,""
556,s68,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,5760000000,0,Independent Measurement,636327.94,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,3.96,NA,94,NA,21,0.68,NA,""
557,s69,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,3620000000,0,Independent Measurement,16600000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,2.34,NA,32,NA,21,0.24,NA,""
558,s70,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,3620000000,0,Independent Measurement,5295.737,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,5.83,NA,58,NA,21,0.24,NA,""
559,s71,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,3620000000,0,Independent Measurement,1014.22656,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,6.55,NA,94,NA,21,0.24,NA,""
560,s72,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,15200000000,0,Independent Measurement,5810000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.42,NA,28,NA,21,0.95,NA,""
561,s73,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,15200000000,0,Independent Measurement,3770000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.61,NA,63,NA,21,0.95,NA,""
562,s74,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,15200000000,0,Independent Measurement,54000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,2.45,NA,92,NA,21,0.95,NA,""
563,s75,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,25600000000,0,Independent Measurement,13400000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.28,NA,28,NA,21,0.71,NA,""
564,s76,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,25600000000,0,Independent Measurement,1200000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,1.33,NA,63,NA,21,0.71,NA,""
565,s77,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,25600000000,0,Independent Measurement,35600000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,2.86,NA,92,NA,21,0.71,NA,""
566,s78,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,10000000000,0,Independent Measurement,1580000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.8,NA,28,NA,21,0.51,NA,""
567,s79,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,10000000000,0,Independent Measurement,1296504,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,3.89,NA,63,NA,21,0.51,NA,""
568,s80,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,10000000000,0,Independent Measurement,1561563,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,3.81,NA,92,NA,21,0.51,NA,""
569,s81,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,2934685,0,Independent Measurement,1095.414,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,3.43,NA,28,NA,21,0.07,NA,""
570,s82,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,2934685,0,Independent Measurement,1137.742,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,3.41,NA,63,NA,21,0.07,NA,""
571,s83,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,2934685,0,Independent Measurement,1055.91,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,3.44,NA,92,NA,21,0.07,NA,""
572,s84,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,154000000,0,Independent Measurement,373000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,-0.38,NA,13,NA,21,0.03,NA,""
573,s85,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,154000000,0,Independent Measurement,153000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0,NA,28,NA,21,0.03,NA,""
574,s86,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,154000000,0,Independent Measurement,268000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,-0.24,NA,53,NA,21,0.03,NA,""
575,s87,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,154000000,0,Independent Measurement,214000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,-0.14,NA,88,NA,21,0.03,NA,""
576,s88,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,154000000,0,Independent Measurement,321000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,-0.32,NA,118,NA,21,0.03,NA,""
577,s89,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,1120000000,0,Independent Measurement,905000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.09,NA,13,NA,21,0.95,NA,""
578,s90,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,1120000000,0,Independent Measurement,220000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.71,NA,28,NA,21,0.95,NA,""
579,s91,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,1120000000,0,Independent Measurement,761000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.17,NA,53,NA,21,0.95,NA,""
580,s92,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,1120000000,0,Independent Measurement,293000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.58,NA,88,NA,21,0.95,NA,""
581,s93,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,1120000000,0,Independent Measurement,172000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.81,NA,118,NA,21,0.95,NA,""
582,s94,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,6250000000,0,Independent Measurement,15100000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,-0.38,NA,13,NA,21,0.7,NA,""
583,s95,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,6250000000,0,Independent Measurement,3140000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.3,NA,28,NA,21,0.7,NA,""
584,s96,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,6250000000,0,Independent Measurement,1150000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.74,NA,53,NA,21,0.7,NA,""
585,s97,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,6250000000,0,Independent Measurement,11600000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,2.73,NA,88,NA,21,0.7,NA,""
586,s98,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,6250000000,0,Independent Measurement,254198.97,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,4.39,NA,118,NA,21,0.7,NA,""
587,s99,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,234000000,0,Independent Measurement,44000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.73,NA,13,NA,21,0.14,NA,""
588,s100,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,234000000,0,Independent Measurement,2484136,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,1.97,NA,28,NA,21,0.14,NA,""
589,s101,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,234000000,0,Independent Measurement,247960.12,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,2.97,NA,53,NA,21,0.14,NA,""
590,s102,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,234000000,0,Independent Measurement,1198.5737,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,5.29,NA,88,NA,21,0.14,NA,""
591,s103,NA,Bacteria,pathogen,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,234000000,0,Independent Measurement,1065.78,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,5.34,NA,118,NA,21,0.14,NA,""
592,s104,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,2180000000,0,Independent Measurement,2180000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0,NA,30,NA,21,0.95,NA,""
593,s105,NA,Bacteria,indicator,Yeagar and Ward (1981),,1981,"Albuquerque STP,Albuquerque, New Mexico,United States","Albuquerque, New Mexico",United States,Sludge Drying Bed,2180000000,0,Independent Measurement,803000000,0,Independent measurement,0,"Standard Methods (APHA, 1975)",CFU/gram of dry solids,0.43,NA,64,NA,21,0.95,NA,""
