id,microbial_group,indicator_or_pathogen,microorganism_common_name,units,molecular_or_culture,authors,bib_id,location_comment,location,country,matrix,technology,year_published,initial_concentration,final_concentration ,light_conditions,temperature_celsius,light_intensity_watts_per_square_meter,pH,moisture_content_percent,additive,experiment_id,time_days,log10_reduction,imputed
338,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,1.00E+01,Dark,24,NA,6.87,NA,NA,18,42,6.97,
339,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,4.15E+07,Dark,6,NA,5.93,NA,NA,19,4,0.32,
340,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,1.03E+07,Dark,6,NA,5.93,NA,NA,19,7,0.93,
341,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,1.00E+05,Dark,6,NA,5.93,NA,NA,19,14,2.94,
342,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,5.62E+02,Dark,6,NA,5.93,NA,NA,19,21,5.19,
343,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,1.90E+02,Dark,6,NA,5.93,NA,NA,19,25,5.66,
344,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,1.00E+02,Dark,6,NA,5.93,NA,NA,19,28,5.94,
345,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,1.15E+01,Dark,6,NA,5.93,NA,NA,19,34,6.88,
346,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,1.00E+00,Dark,6,NA,5.93,NA,NA,19,42,7.94,
347,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,4.29E+07,Dark,6,NA,6.67,NA,NA,20,4,0.34,
348,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,1.23E+07,Dark,6,NA,6.67,NA,NA,20,7,0.88,
349,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,5.44E+05,Dark,6,NA,6.67,NA,NA,20,14,2.24,
350,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,1.18E+03,Dark,6,NA,6.67,NA,NA,20,21,4.9,
351,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,9.67E+00,Dark,6,NA,6.67,NA,NA,20,25,6.99,
352,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,2.96E+00,Dark,6,NA,6.67,NA,NA,20,28,7.5,
353,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,9.67E-01,Dark,6,NA,6.67,NA,NA,20,34,7.99,
354,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,9.03E+07,2.58E+07,Dark,24,NA,7.35,NA,NA,21,4,0.54,
355,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,9.03E+07,1.36E+06,Dark,24,NA,7.35,NA,NA,21,7,1.82,
356,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,9.03E+07,2.04E+03,Dark,24,NA,7.35,NA,NA,21,14,4.65,
357,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,9.03E+07,1.84E+01,Dark,24,NA,7.35,NA,NA,21,21,6.69,
358,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,9.03E+07,1.00E+00,Dark,24,NA,7.35,NA,NA,21,25,7.96,
359,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,1.15E+08,1.45E+07,Dark,24,NA,6.87,NA,NA,22,4,0.9,
360,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,1.15E+08,2.76E+04,Dark,24,NA,6.87,NA,NA,22,7,3.62,
361,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,1.15E+08,4.44E+03,Dark,24,NA,6.87,NA,NA,22,14,4.41,
362,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,1.15E+08,1.45E+02,Dark,24,NA,6.87,NA,NA,22,21,5.9,
363,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,1.15E+08,2.76E+01,Dark,24,NA,6.87,NA,NA,22,25,6.62,
364,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,1.15E+08,1.00E+00,Dark,24,NA,6.87,NA,NA,22,28,8.06,
365,Bacteria,Pathogen,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.44E+07,1.90E+07,Dark,6,NA,5.93,NA,NA,23,4,0.65,
366,Bacteria,Pathogen,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.44E+07,1.45E+05,Dark,6,NA,5.93,NA,NA,23,7,2.76,
367,Bacteria,Pathogen,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.44E+07,3.87E+03,Dark,6,NA,5.93,NA,NA,23,14,4.34,
368,Bacteria,Pathogen,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.44E+07,1.23E+01,Dark,6,NA,5.93,NA,NA,23,21,6.84,
369,Bacteria,Pathogen,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.44E+07,1.00E+00,Dark,6,NA,5.93,NA,NA,23,25,7.93,
370,Bacteria,Pathogen,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,4.75E+07,1.11E+07,Dark,6,NA,6.67,NA,NA,24,4,0.63,
371,Bacteria,Pathogen,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,4.75E+07,5.82E+04,Dark,6,NA,6.67,NA,NA,24,7,2.91,
372,Bacteria,Pathogen,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,4.75E+07,1.84E+02,Dark,6,NA,6.67,NA,NA,24,14,5.41,
373,Bacteria,Pathogen,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,4.75E+07,1.00E+00,Dark,6,NA,6.67,NA,NA,24,21,7.68,
374,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,9.70E+05,Natural Sunlight,5.2,NA,5.93,NA,NA,25,49,0.19,pH
375,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,9.46E+05,Natural Sunlight,5.2,NA,5.93,NA,NA,25,147,0.02,pH
376,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,9.46E+05,Natural Sunlight,5.2,NA,5.93,NA,NA,25,196,0.02,pH
377,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,9.02E+05,Natural Sunlight,5.2,NA,6.67,NA,NA,25,245,0.04,pH
378,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,8.97E+05,Natural Sunlight,5.2,NA,6.67,NA,NA,25,294,0.05,pH
379,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,8.91E+05,Natural Sunlight,5.2,NA,5.93,NA,NA,25,343,0.05,pH
380,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,8.83E+05,Natural Sunlight,5.2,NA,5.93,NA,NA,25,441,0.05,pH
381,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,8.80E+05,Natural Sunlight,5.2,NA,5.93,NA,NA,25,539,0.06,pH
382,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,9.21E+05,Natural Sunlight,25.9,NA,5.93,NA,NA,25,196,0.04,pH
383,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,8.88E+05,Natural Sunlight,25.9,NA,6.67,NA,NA,25,392,0.05,pH
384,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,8.66E+05,Natural Sunlight,25.9,NA,5.93,NA,NA,25,588,0.06,pH
385,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,9.14E+05,Natural Sunlight,17.8,NA,5.93,NA,NA,26,49,0.04,pH
386,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,8.78E+05,Natural Sunlight,17.8,NA,6.67,NA,NA,26,98,0.06,pH
387,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,7.64E+05,Natural Sunlight,17.8,NA,6.67,NA,NA,26,147,0.12,pH
388,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,5.02E+05,Natural Sunlight,17.8,NA,6.67,NA,NA,26,196,0.3,pH
389,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,1.77E+05,Natural Sunlight,17.8,NA,6.67,NA,NA,26,441,0.75,pH
390,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Phosphate Buffered Saline,None,2013,1.00E+06,1.53E+05,Natural Sunlight,17.8,NA,5.93,NA,NA,26,588,0.82,pH
391,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,7.57E+05,Natural Sunlight,17.8,NA,6.67,NA,NA,27,49,0.12,pH
392,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,5.61E+05,Natural Sunlight,17.8,NA,6.67,NA,NA,27,147,0.25,pH
393,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,4.40E+05,Natural Sunlight,17.8,NA,6.67,NA,NA,27,196,0.36,pH
394,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,3.36E+05,Natural Sunlight,17.8,NA,5.93,NA,NA,27,245,0.47,pH
395,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,2.42E+05,Natural Sunlight,17.8,NA,5.93,NA,NA,27,294,0.62,pH
396,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,1.71E+05,Natural Sunlight,17.8,NA,6.67,NA,NA,27,343,0.77,pH
397,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,9.63E+04,Natural Sunlight,17.8,NA,6.67,NA,NA,27,441,1.02,pH
398,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,1.38E+04,Natural Sunlight,17.8,NA,6.67,NA,NA,27,539,1.86,pH
399,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,5.39E+05,Natural Sunlight,25.9,NA,6.67,NA,NA,28,49,0.27,pH
400,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,5.11E+05,Natural Sunlight,25.9,NA,5.93,NA,NA,28,98,0.29,pH
401,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,4.16E+05,Natural Sunlight,25.9,NA,6.67,NA,NA,28,147,0.38,pH
402,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,2.21E+05,Natural Sunlight,25.9,NA,6.67,NA,NA,28,196,0.65,pH
403,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,1.15E+05,Natural Sunlight,25.9,NA,6.67,NA,NA,28,294,0.94,pH
404,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,2.05E+04,Natural Sunlight,25.9,NA,6.67,NA,NA,28,392,1.69,pH
405,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,2.12E+02,Natural Sunlight,25.9,NA,6.67,NA,NA,28,588,3.67,pH
406,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,1.14E+06,Natural Sunlight,22.1,NA,5.93,NA,NA,29,49,-0.06,pH
407,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,6.51E+05,Natural Sunlight,22.1,NA,5.93,NA,NA,29,98,0.19,pH
408,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,1.06E+06,Natural Sunlight,22.1,NA,5.93,NA,NA,29,147,-0.02,pH
409,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,8.48E+05,Natural Sunlight,22.1,NA,6.67,NA,NA,29,196,0.07,pH
410,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,4.02E+05,Natural Sunlight,22.1,NA,6.67,NA,NA,29,441,0.4,pH
411,Protozoa,Pathogen,Cryptosporidium parvum,,Culture,Jenkins et al. (2013),9083,Field study (sentinel chambers),"Southern Piedmont, Georgia",United States,Swine Waste Lagoon,None,2013,1.00E+06,2.55E+04,Natural Sunlight,22.1,NA,5.93,NA,NA,29,588,1.59,pH
412,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,5.25E+06,6.63E+06,,20,NA,6.67,NA,NA,30,2,-0.1,pH
413,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,5.25E+06,6.98E+06,,20,NA,6.67,NA,NA,30,6,-0.12,pH
414,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,5.25E+06,4.43E+06,,20,NA,6.67,NA,NA,30,9,0.07,pH
415,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,5.25E+06,3.39E+06,,20,NA,6.67,NA,NA,30,15,0.19,pH
416,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,5.25E+06,6.30E+05,,20,NA,5.93,NA,NA,30,29,0.92,pH
417,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,6.92E+06,8.74E+06,,20,NA,6.67,NA,NA,31,2,-0.1,pH
418,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,6.92E+06,7.31E+06,,20,NA,6.67,NA,NA,31,6,-0.02,pH
419,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,6.92E+06,1.06E+07,,20,NA,6.67,NA,NA,31,9,-0.19,pH
420,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,6.92E+06,1.23E+07,,20,NA,6.67,NA,NA,31,15,-0.25,pH
421,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,6.92E+06,1.05E+06,,20,NA,6.67,NA,NA,31,29,0.82,pH
422,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,5.39E+06,6.10E+05,,37,NA,7.4,NA,NA,32,2,0.95,pH
423,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,5.39E+06,6.39E+05,,37,NA,7.4,NA,NA,32,6,0.93,pH
424,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,5.39E+06,4.99E+04,,37,NA,7.35,NA,NA,32,15,2.03,pH
425,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,5.39E+06,1.54E+03,,37,NA,7.4,NA,NA,32,29,3.54,pH
426,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,7.46E+06,1.86E+06,,37,NA,7.35,NA,NA,33,2,0.6,pH
427,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,7.46E+06,1.28E+06,,37,NA,7.35,NA,NA,33,6,0.77,pH
428,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,7.46E+06,7.01E+05,,37,NA,6.87,NA,NA,33,9,1.03,pH
429,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,7.46E+06,1.49E+04,,37,NA,7.35,NA,NA,33,15,2.7,pH
430,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,7.46E+06,1.41E+03,,37,NA,7.35,NA,NA,33,29,3.72,pH
431,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,5.39E+06,1.67E+05,,50,NA,8.4,NA,NA,34,2,1.51,pH
432,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,5.39E+06,1.62E+03,,50,NA,8.4,NA,NA,34,6,3.52,pH
433,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,5.39E+06,1.62E+03,,50,NA,8.4,NA,NA,34,9,3.52,pH
434,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,5.39E+06,1.62E+03,,50,NA,7.4,NA,NA,34,15,3.52,pH
435,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,5.39E+06,1.62E+03,,50,NA,7.4,NA,NA,34,29,3.52,pH
436,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,7.46E+06,1.54E+06,,50,NA,7.85,NA,NA,35,2,0.68,pH
437,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,7.46E+06,2.10E+05,,50,NA,7.4,NA,NA,35,6,1.55,pH
438,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,7.46E+06,1.62E+03,,50,NA,8.4,NA,NA,35,9,3.66,pH
439,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,4.59E+06,3.48E+06,,20,NA,6.67,NA,NA,36,2,0.12,pH
440,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,4.59E+06,4.76E+05,,20,NA,7.4,NA,NA,36,6,0.98,pH
441,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,4.59E+06,2.89E+05,,20,NA,7.4,NA,NA,36,9,1.2,pH
442,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,4.59E+06,2.04E+04,,20,NA,7.4,NA,NA,36,15,2.35,pH
443,Bacteria,Indicator,Escherichia coli,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,4.59E+06,5.20E+01,,20,NA,5.93,NA,NA,36,29,4.94,pH
444,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,7.96E+06,7.11E+06,,20,NA,7.4,NA,NA,37,2,0.05,pH
445,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,7.96E+06,9.81E+06,,20,NA,5.93,NA,NA,37,6,-0.09,pH
446,Bacteria,Pathogen,Listeria monocytogenes,,Culture,Klein et al. (2011),7742,,"MacAlister, Queensland",Australia,Composted Manure,None,2011,7.96E+06,5.33E+06,,20,NA,5.93,NA,NA,37,9,0.17,pH
