master_id,microorganism_common_name,pathogen_group,indicator_or_pathogen,authors,bib_id,year_published,location_comment,city,country,technology_description,influent_concentration,influent_concentration_qualifier,influent_independent_measurement_or_statistic,effluent_concentration,effluent_concentration_qualifier,effluent_independent_measurement_or_statistic,month,measurement_method,units,lrv,hrt_days,holdingtime_days,contact_time_minutes,depth_meters,temperature_celsius,moisture_content_percent,coagulant,material,pH,ammonia_concentration_mmol_per_liter,total_solids_mg_per_liter,imputed_values
s214,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,12,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.65,NA,47,NA,NA,38.32,0.55,NA,NA,NA,NA,NA,
s215,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,11,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.69,NA,52,NA,NA,37.78,0.55,NA,NA,NA,NA,NA,
s216,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,11,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.69,NA,60,NA,NA,33.81,0.55,NA,NA,NA,NA,NA,
s217,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,5,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,1.03,NA,79,NA,NA,33.63,0.55,NA,NA,NA,NA,NA,
s218,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,4,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,1.13,NA,79,NA,NA,33.63,0.55,NA,NA,NA,NA,NA,
s219,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,20,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.43,NA,10,NA,NA,47.6,0.55,NA,NA,NA,NA,NA,
s220,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,12,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.65,NA,20,NA,NA,45.9,0.55,NA,NA,NA,NA,NA,
s221,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,19,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.45,NA,40,NA,NA,36.83,0.55,NA,NA,NA,NA,NA,
s222,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,6,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.95,NA,49,NA,NA,34.31,0.55,NA,NA,NA,NA,NA,
s223,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,6,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.95,NA,60,NA,NA,30.36,0.55,NA,NA,NA,NA,NA,
s224,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,34,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.2,NA,10,NA,NA,47.6,0.55,NA,NA,NA,NA,NA,
s225,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,35,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.19,NA,20,NA,NA,45.9,0.55,NA,NA,NA,NA,NA,
s226,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,11,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.69,NA,40,NA,NA,36.83,0.55,NA,NA,NA,NA,NA,
s227,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,19,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.45,NA,49,NA,NA,34.31,0.55,NA,NA,NA,NA,NA,
s228,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,21,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.41,NA,60,NA,NA,30.36,0.55,NA,NA,NA,NA,NA,
s229,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,8,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.83,NA,78,NA,NA,31.04,0.55,NA,NA,NA,NA,NA,
s230,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,6,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.95,NA,80,NA,NA,31.04,0.55,NA,NA,NA,NA,NA,
s231,NA,Bacteria,pathogen,Radaidah and Al-Zboon(2011),,2011,"Central Irbid WWTP,Irbid,Jordan",Irbid,Jordan,Sludge Drying Bed,840000000,0,Independent Measurement,4300,0,Independent measurement,0,"Standard Methods (APHA, 1998)",CFU/gram of dry solids,5.29,NA,23,NA,NA,33,0.294,NA,NA,NA,NA,NA,
s232,NA,Bacteria,indicator,Radaidah and Al-Zboon(2011),,2011,"Central Irbid WWTP,Irbid,Jordan",Irbid,Jordan,Sludge Drying Bed,460000000,0,Independent Measurement,20000,0,Independent measurement,0,"Standard Methods (APHA, 1998)",CFU/gram of dry solids,4.36,NA,23,NA,NA,33,0.294,NA,NA,NA,NA,NA,
s233,NA,Bacteria,indicator,Radaidah and Al-Zboon(2011),,2011,"Central Irbid WWTP,Irbid,Jordan",Irbid,Jordan,Sludge Drying Bed,560000000,0,Independent Measurement,4100,0,Independent measurement,0,"Standard Methods (APHA, 1998)",CFU/gram of dry solids,5.14,NA,23,NA,NA,33,0.294,NA,NA,NA,NA,NA,
s234,NA,Bacteria,pathogen,Radaidah and Al-Zboon(2011),,2011,"Central Irbid WWTP,Irbid,Jordan",Irbid,Jordan,Sludge Drying Bed,840000000,0,Independent Measurement,2800,0,Independent measurement,0,"Standard Methods (APHA, 1998)",CFU/gram of dry solids,5.48,NA,23,NA,NA,40,0.234,NA,NA,NA,NA,NA,
s235,NA,Bacteria,indicator,Radaidah and Al-Zboon(2011),,2011,"Central Irbid WWTP,Irbid,Jordan",Irbid,Jordan,Sludge Drying Bed,460000000,0,Independent Measurement,1800,0,Independent measurement,0,"Standard Methods (APHA, 1998)",CFU/gram of dry solids,5.41,NA,23,NA,NA,40,0.234,NA,NA,NA,NA,NA,
s236,NA,Bacteria,indicator,Radaidah and Al-Zboon(2011),,2011,"Central Irbid WWTP,Irbid,Jordan",Irbid,Jordan,Sludge Drying Bed,560000000,0,Independent Measurement,2100,0,Independent measurement,0,"Standard Methods (APHA, 1998)",CFU/gram of dry solids,5.43,NA,23,NA,NA,40,0.234,NA,NA,NA,NA,NA,
s237,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,250.53644,0,Independent Measurement,166.1276,0,Independent measurement,0,McMaster technique,eggs/gram,0.18,NA,60.871502,NA,NA,23.626295,0.07,NA,NA,NA,NA,NA,
s238,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,250.53644,0,Independent Measurement,70.831665,0,Independent measurement,0,McMaster technique,eggs/gram,0.55,NA,60.2045,NA,NA,22.822243,0.14,NA,NA,NA,NA,NA,
s239,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,250.53644,0,Independent Measurement,9.4066925,0,Independent measurement,0,McMaster technique,eggs/gram,1.43,NA,58.360374,NA,NA,15.236451,0.28,NA,NA,NA,NA,NA,
s240,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,250.53644,0,Independent Measurement,10.882799,0,Independent measurement,0,McMaster technique,eggs/gram,1.36,NA,49.55144,NA,NA,25.112577,0.56,NA,NA,NA,NA,NA,
s241,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,117.471924,0,Independent Measurement,110.48029,0,Independent measurement,0,McMaster technique,eggs/gram,0.03,NA,55.083652,NA,NA,15.748191,0.07,NA,NA,NA,NA,NA,
s242,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,117.471924,0,Independent Measurement,82.92844,0,Independent measurement,0,McMaster technique,eggs/gram,0.15,NA,56.231712,NA,NA,18.395884,0.14,NA,NA,NA,NA,NA,
s243,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,117.471924,0,Independent Measurement,79.565834,0,Independent measurement,0,McMaster technique,eggs/gram,0.17,NA,56.10422,NA,NA,14.992799,0.28,NA,NA,NA,NA,NA,
s244,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,117.471924,0,Independent Measurement,83.46774,0,Independent measurement,0,McMaster technique,eggs/gram,0.15,NA,55.82943,NA,NA,27.061869,0.56,NA,NA,NA,NA,NA,
s245,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,147.83084,0,Independent Measurement,25.895647,0,Independent measurement,0,McMaster technique,eggs/gram,0.76,NA,60.871502,NA,NA,23.626295,0.07,NA,NA,NA,NA,NA,
s246,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,147.83084,0,Independent Measurement,1,0,Independent measurement,0,McMaster technique,eggs/gram,2.17,NA,60.2045,NA,NA,22.822243,0.14,NA,NA,NA,NA,NA,
s247,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,51.568817,0,Independent Measurement,13.285071,0,Independent measurement,0,McMaster technique,eggs/gram,0.59,NA,55.083652,NA,NA,15.748191,0.07,NA,NA,NA,NA,NA,
s248,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,51.568817,0,Independent Measurement,1.0947294,0,Independent measurement,0,McMaster technique,eggs/gram,1.67,NA,56.231712,NA,NA,18.395884,0.14,NA,NA,NA,NA,NA,
s249,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,51.568817,0,Independent Measurement,0.20835173,0,Independent measurement,0,McMaster technique,eggs/gram,2.39,NA,56.10422,NA,NA,14.992799,0.28,NA,NA,NA,NA,NA,
s250,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,44479.125,0,Independent Measurement,14379.063,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.490425649,NA,9,NA,NA,18.7,0.874,NA,NA,NA,NA,NA,
s251,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,44479.125,0,Independent Measurement,11809.132,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.575938258,NA,16,NA,NA,17.5,0.876,NA,NA,NA,NA,NA,
s252,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,44479.125,0,Independent Measurement,51698.83,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,-0.06532448,NA,29,NA,NA,13.5,0.866,NA,NA,NA,NA,NA,
s253,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,44479.125,0,Independent Measurement,986.3625,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,1.654119682,NA,58,NA,NA,16.5,0.86,NA,NA,NA,NA,NA,
s254,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,44479.125,0,Independent Measurement,374.42676,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,2.074789355,NA,84,NA,NA,17.6,0.851,NA,NA,NA,NA,NA,
s255,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,44479.125,0,Independent Measurement,141.49062,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,2.497428586,NA,114,NA,NA,15.2,0.865,NA,NA,NA,NA,NA,
s256,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,44479.125,0,Independent Measurement,15.286919,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,3.463836271,NA,172,NA,NA,21.3,0.807,NA,NA,NA,NA,NA,
s257,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,53245.508,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.246197621,NA,7,NA,NA,18.7,0.874,NA,NA,NA,NA,NA,
s258,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,43729.08,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.331710256,NA,15,NA,NA,17.5,0.876,NA,NA,NA,NA,NA,
s259,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,20350.152,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.663912939,NA,28,NA,NA,13.5,0.866,NA,NA,NA,NA,NA,
s260,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,7690.037,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,1.086552167,NA,58,NA,NA,16.5,0.86,NA,NA,NA,NA,NA,
s261,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,8938.258,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,1.02122771,NA,85,NA,NA,17.6,0.851,NA,NA,NA,NA,NA,
s262,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,15040.5,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.795218322,NA,115,NA,NA,15.2,0.865,NA,NA,NA,NA,NA,
s263,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,849.2594,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,2.043440234,NA,170,NA,NA,21.3,0.807,NA,NA,NA,NA,NA,
s264,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,144353.27,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,-0.18694603,NA,239,NA,NA,21,0.818,NA,NA,NA,NA,NA,
s265,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,495062.75,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,-0.722179654,NA,365,NA,NA,22.1,0.713,NA,NA,NA,NA,NA,
s266,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,337338.97,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,-0.555585918,NA,373,NA,NA,21.7,0.698,NA,NA,NA,NA,NA,
s267,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,1683.7708,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.408852162,NA,7,NA,NA,18.7,0.874,NA,NA,NA,NA,NA,
s268,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,3856.7712,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.04891126,NA,15,NA,NA,17.5,0.876,NA,NA,NA,NA,NA,
s269,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,1026.2906,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.623864785,NA,28,NA,NA,13.5,0.866,NA,NA,NA,NA,NA,
s270,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,3323.196,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.113579179,NA,57,NA,NA,16.5,0.86,NA,NA,NA,NA,NA,
s271,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,950.1398,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.657347625,NA,86,NA,NA,17.6,0.851,NA,NA,NA,NA,NA,
s272,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,2327.7903,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.268191282,NA,114,NA,NA,15.2,0.865,NA,NA,NA,NA,NA,
s273,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,1021.2608,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.625998474,NA,172,NA,NA,21.3,0.807,NA,NA,NA,NA,NA,
s274,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,847.6561,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.706915444,NA,241,NA,NA,21,0.818,NA,NA,NA,NA,NA,
s275,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,1380.746,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.495021342,NA,365,NA,NA,22.1,0.713,NA,NA,NA,NA,NA,
s276,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,42299.36,0,Independent Measurement,12985.742,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.512867026,NA,14,NA,NA,18.8,0.877,NA,NA,NA,NA,NA,
s277,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,42299.36,0,Independent Measurement,8052.318,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.720412879,NA,28,NA,NA,13.9,0.864,NA,NA,NA,NA,NA,
s278,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,42299.36,0,Independent Measurement,397.18765,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,2.02733806,NA,84,NA,NA,19.9,0.868,NA,NA,NA,NA,NA,
s279,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,42299.36,0,Independent Measurement,130.48451,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,2.510774837,NA,112,NA,NA,15.3,0.862,NA,NA,NA,NA,NA,
s280,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,79024.43,0,Independent Measurement,20542.053,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.585117527,NA,28,NA,NA,13.9,0.864,NA,NA,NA,NA,NA,
s281,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,79024.43,0,Independent Measurement,7873.3096,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,1.001604043,NA,56,NA,NA,17.9,0.859,NA,NA,NA,NA,NA,
s282,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,79024.43,0,Independent Measurement,8339.196,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.976637191,NA,84,NA,NA,19.9,0.868,NA,NA,NA,NA,NA,
s283,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,79024.43,0,Independent Measurement,36012.594,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.341306967,NA,112,NA,NA,15.3,0.862,NA,NA,NA,NA,NA,
s284,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,79024.43,0,Independent Measurement,436.51865,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,2.257758569,NA,168,NA,NA,20.9,0.845,NA,NA,NA,NA,NA,
s285,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,3766.2734,0,Independent Measurement,2006.9269,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.273380289,NA,7,NA,NA,19.6,0.875,NA,NA,NA,NA,NA,
s286,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,3766.2734,0,Independent Measurement,3189.05,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.072250515,NA,14,NA,NA,18.8,0.877,NA,NA,NA,NA,NA,
s287,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,3766.2734,0,Independent Measurement,1059.173,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.550944942,NA,28,NA,NA,13.9,0.864,NA,NA,NA,NA,NA,
s288,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,3766.2734,0,Independent Measurement,1654.1115,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.357347062,NA,56,NA,NA,17.9,0.859,NA,NA,NA,NA,NA,
s289,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,3766.2734,0,Independent Measurement,1013.2548,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.570193173,NA,84,NA,NA,19.9,0.868,NA,NA,NA,NA,NA,
s290,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,3766.2734,0,Independent Measurement,1468.31,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.409094086,NA,112,NA,NA,15.3,0.862,NA,NA,NA,NA,NA,
s291,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,3766.2734,0,Independent Measurement,952.0497,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.597252222,NA,168,NA,NA,20.9,0.845,NA,NA,NA,NA,NA,
mev1,NA,Virus,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,Sludge Drying Bed,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t1,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,70,0,Independent Measurement,1,0,Independent Measurement,0,Hammerstrom and Ljutov (1954),salmonellas/L,1.84509804,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t2,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,70,0,Independent Measurement,8,0,Independent Measurement,0,Hammerstrom and Ljutov (1954),salmonellas/L,0.942008053,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t3,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,70,0,Independent Measurement,3,0,Independent Measurement,0,Hammerstrom and Ljutov (1954),salmonellas/L,1.367976785,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
