,ID,iso,iso3,country,name,population,fr_urban,excreted_urban,excreted_rural
570,570,COG.9_1,COG,Republic of Congo,Plateaux,7617831,0.282268804,7.85E+18,2.00E+19
571,571,COG.10_1,COG,Republic of Congo,Pointe Noire,6192010,0.444826858,1.01E+19,1.25E+19
572,572,COG.11_1,COG,Republic of Congo,Pool,6736220,0.726120396,1.79E+19,6.73E+18
573,573,COG.12_1,COG,Republic of Congo,Sangha,3428189,0.170340241,2.13E+18,1.04E+19
574,574,COL.1_1,COL,Colombia,Amazonas,5754002,0.619612576,1.30E+19,7.99E+18
575,575,COL.2_1,COL,Colombia,Antioquia,7166309,0.084669004,2.21E+18,2.39E+19
576,576,COL.3_1,COL,Colombia,Arauca,8820397,0.470044834,1.51E+19,1.71E+19
577,577,COL.4_1,COL,Colombia,Atlántico,4693695,0.676883814,1.16E+19,5.54E+18
578,578,COL.5_1,COL,Colombia,Bolívar,4457659,0.57459112,9.35E+18,6.92E+18
579,579,COL.6_1,COL,Colombia,Boyacá,656148,0.104683283,2.51E+17,2.14E+18
580,580,COL.7_1,COL,Colombia,Caldas,119896,0.763899426,3.34E+17,1.03E+17
581,581,COL.8_1,COL,Colombia,Caquetá,291111,0.060955787,6.48E+16,9.98E+17
582,582,COL.9_1,COL,Colombia,Casanare,8363232,0.529393575,1.62E+19,1.44E+19
583,583,COL.10_1,COL,Colombia,Cauca,1123576,0.042509081,1.74E+17,3.93E+18
584,584,COL.11_1,COL,Colombia,Cesar,6443278,0.999525495,2.35E+19,1.12E+16
585,585,COL.12_1,COL,Colombia,Chocó,4138216,0.711522677,1.07E+19,4.36E+18
586,586,COL.13_1,COL,Colombia,Córdoba,8912704,0.393939696,1.28E+19,1.97E+19
587,587,COL.14_1,COL,Colombia,Cundinamarca,9924260,0.810144185,2.93E+19,6.88E+18
588,588,COL.15_1,COL,Colombia,Guainía,3014708,0.581560927,6.40E+18,4.60E+18
589,589,COL.16_1,COL,Colombia,Guaviare,5699628,0.533190613,1.11E+19,9.71E+18
590,590,COL.17_1,COL,Colombia,Huila,2642177,0.37623391,3.63E+18,6.02E+18
591,591,COL.18_1,COL,Colombia,La Guajira,471082,0.852084813,1.47E+18,2.54E+17
592,592,COL.19_1,COL,Colombia,Magdalena,5099584,0.917973166,1.71E+19,1.53E+18
593,593,COL.20_1,COL,Colombia,Meta,4848297,0.912325367,1.61E+19,1.55E+18
594,594,COL.21_1,COL,Colombia,Nariño,6137787,0.684759937,1.53E+19,7.06E+18
595,595,COL.22_1,COL,Colombia,Norte de Santander,6460734,0.563859759,1.33E+19,1.03E+19
596,596,COL.23_1,COL,Colombia,Putumayo,3332950,0.753107028,9.16E+18,3.00E+18
597,597,COL.24_1,COL,Colombia,Quindío,1143337,0.406968598,1.70E+18,2.47E+18
598,598,COL.25_1,COL,Colombia,Risaralda,9536278,0.726460649,2.53E+19,9.52E+18
599,599,COL.26_1,COL,Colombia,San Andrés y Providencia,6439986,0.374064115,8.79E+18,1.47E+19
600,600,COL.27_1,COL,Colombia,Santander,4977395,0.075131158,1.36E+18,1.68E+19
601,601,COL.28_1,COL,Colombia,Sucre,7163004,0.747047509,1.95E+19,6.61E+18
602,602,COL.29_1,COL,Colombia,Tolima,4884128,0.725306363,1.29E+19,4.90E+18
603,603,COL.30_1,COL,Colombia,Valle del Cauca,6831503,0.202787852,5.06E+18,1.99E+19
604,604,COL.31_1,COL,Colombia,Vaupés,9945036,0.648256139,2.35E+19,1.28E+19
605,605,COL.32_1,COL,Colombia,Vichada,9124891,0.233411997,7.77E+18,2.55E+19
606,606,COM.1_1,COM,Comoros,Mwali,5072406,0.769560754,1.42E+19,4.27E+18
607,607,COM.2_1,COM,Comoros,Njazídja,101853,0.106283462,3.95E+16,3.32E+17
608,608,COM.3_1,COM,Comoros,Nzwani,941701,0.313073177,1.08E+18,2.36E+18
609,609,CPV.1_1,CPV,Cape Verde,Boa Vista,1444569,0.449407664,2.37E+18,2.90E+18
610,610,CPV.2_1,CPV,Cape Verde,Brava,9076078,0.150136587,4.97E+18,2.82E+19
611,611,CPV.3_1,CPV,Cape Verde,Maio,3320708,0.723924435,8.77E+18,3.35E+18
612,612,CPV.4_1,CPV,Cape Verde,Mosteiros,4017475,0.520584791,7.63E+18,7.03E+18
613,613,CPV.5_1,CPV,Cape Verde,Paúl,6101659,0.105637177,2.35E+18,1.99E+19
614,614,CPV.6_1,CPV,Cape Verde,Porto Novo,1556300,0.30263069,1.72E+18,3.96E+18
615,615,CPV.7_1,CPV,Cape Verde,Praia,7957242,0.695339105,2.02E+19,8.85E+18
616,616,CPV.8_1,CPV,Cape Verde,Ribeira Brava,363208,0.846724639,1.12E+18,2.03E+17
617,617,CPV.9_1,CPV,Cape Verde,Ribeira Grande,5089455,0.34414821,6.39E+18,1.22E+19
618,618,CPV.10_1,CPV,Cape Verde,Ribeira Grande de Santiago,3209427,0.001862654,2.18E+16,1.17E+19
619,619,CPV.11_1,CPV,Cape Verde,Sal,3851397,0.166969451,2.35E+18,1.17E+19
620,620,CPV.12_1,CPV,Cape Verde,Santa Catarina,6471110,0.114220308,2.70E+18,2.09E+19
621,621,CPV.13_1,CPV,Cape Verde,Santa Catarina do Fogo ,9781183,0.444876571,1.59E+19,1.98E+19
622,622,CPV.14_1,CPV,Cape Verde,Santa Cruz,3959441,0.164341248,2.38E+18,1.21E+19
623,623,CPV.15_1,CPV,Cape Verde,São Domingos,8748379,0.656406565,2.10E+19,1.10E+19
624,624,CPV.16_1,CPV,Cape Verde,São Filipe,5204316,0.822560132,1.56E+19,3.37E+18
625,625,CPV.17_1,CPV,Cape Verde,São Lourenço dos Órgãos,1445798,0.05759005,3.04E+17,4.97E+18
626,626,CPV.18_1,CPV,Cape Verde,São Miguel,1186136,0.705194166,3.05E+18,1.28E+18
627,627,CPV.19_1,CPV,Cape Verde,São Salvador do Mundo,2069364,0.406633187,3.07E+18,4.48E+18
628,628,CPV.20_1,CPV,Cape Verde,São Vicente,5731662,0.597802281,1.25E+19,8.41E+18
629,629,CPV.21_1,CPV,Cape Verde,Tarrafal,4032776,0.766048319,1.13E+19,3.44E+18
630,630,CPV.22_1,CPV,Cape Verde,Tarrafal de São Nicolau,8017575,0.038306756,1.12E+18,2.81E+19
631,631,CRI.1_1,CRI,Costa Rica,Alajuela,6243814,0.017535447,4.00E+17,2.24E+19
632,632,CRI.2_1,CRI,Costa Rica,Cartago,5965152,0.762475796,1.66E+19,5.17E+18
633,633,CRI.3_1,CRI,Costa Rica,Guanacaste,6835492,0.454656382,1.13E+19,1.36E+19
634,634,CRI.4_1,CRI,Costa Rica,Heredia,4758204,0.8307143,1.44E+19,2.94E+18
635,635,CRI.5_1,CRI,Costa Rica,Limón,7007934,0.238767674,6.11E+18,1.95E+19
636,636,CRI.6_1,CRI,Costa Rica,Puntarenas,6719239,0.948508437,2.33E+19,1.26E+18
637,637,CRI.7_1,CRI,Costa Rica,San José,9515670,0.824995169,2.87E+19,6.08E+18
638,638,CUB.1_1,CUB,Cuba,Camagüey,2709113,0.418981669,4.14E+18,5.75E+18
639,639,CUB.2_1,CUB,Cuba,Ciego de Ávila,8432000,0.080180016,2.47E+18,2.83E+19
640,640,CUB.3_1,CUB,Cuba,Cienfuegos,8445349,0.154772242,4.77E+18,2.61E+19
641,641,CUB.4_1,CUB,Cuba,Ciudad de la Habana,3820006,0.026521653,3.70E+17,1.36E+19
642,642,CUB.5_1,CUB,Cuba,Granma,5056754,0.831721058,1.54E+19,3.11E+18
643,643,CUB.6_1,CUB,Cuba,Guantánamo,1130962,0.603992847,2.49E+18,1.63E+18
644,644,CUB.7_1,CUB,Cuba,Holguín,586944,0.889459561,1.91E+18,2.37E+17
645,645,CUB.8_1,CUB,Cuba,Isla de la Juventud,4957106,0.824888856,1.49E+19,3.17E+18
646,646,CUB.9_1,CUB,Cuba,La Habana,6817721,0.626755804,1.56E+19,9.29E+18
647,647,CUB.10_1,CUB,Cuba,Las Tunas,3161641,0.5002035,5.77E+18,5.77E+18
648,648,CUB.11_1,CUB,Cuba,Matanzas,7427556,0.453030325,1.23E+19,1.48E+19
649,649,CUB.12_1,CUB,Cuba,Mayabeque,8253465,0.727333528,2.19E+19,8.21E+18
650,650,CUB.13_1,CUB,Cuba,Pinar del Río,4348235,0.769161742,1.22E+19,3.66E+18
651,651,CUB.14_1,CUB,Cuba,Sancti Spíritus,2341745,0.220053469,1.88E+18,6.67E+18
652,652,CUB.15_1,CUB,Cuba,Santiago de Cuba,3705067,0.980826544,1.33E+19,2.59E+17
653,653,CUB.16_1,CUB,Cuba,Villa Clara,9377431,0.924544826,3.16E+19,2.58E+18
654,654,CYM.1_1,CYM,Cayman Islands,Bodden Town,6723470,0.059128897,1.45E+18,2.31E+19
655,655,CYM.2_1,CYM,Cayman Islands,Cayman Brac,8212146,0.077003574,2.31E+18,2.77E+19
656,656,CYM.3_1,CYM,Cayman Islands,East End,7177631,0.748949296,1.96E+19,6.58E+18
657,657,CYM.4_1,CYM,Cayman Islands,George Town,1741309,0.429092432,2.73E+18,3.63E+18
658,658,CYM.5_1,CYM,Cayman Islands,Little Cayman,6459679,0.379096228,8.94E+18,1.46E+19
659,659,CYM.6_1,CYM,Cayman Islands,North Side,9003400,0.141774139,4.66E+18,2.82E+19
660,660,CYM.7_1,CYM,Cayman Islands,West Bay,1512506,0.478244141,2.64E+18,2.88E+18
661,661,CYP.1_1,CYP,Cyprus,Famagusta,6915458,0.586474741,1.48E+19,1.04E+19
662,662,CYP.2_1,CYP,Cyprus,Larnaca,2451739,0.85924517,7.69E+18,1.26E+18
663,663,CYP.3_1,CYP,Cyprus,Limassol,3551023,0.539194487,6.99E+18,5.97E+18
664,664,CYP.4_1,CYP,Cyprus,Nicosia,1534010,0.609857792,3.41E+18,2.18E+18
665,665,CYP.5_1,CYP,Cyprus,Paphos,4597397,0.916387189,1.54E+19,1.40E+18
666,666,CZE.1_1,CZE,Czech Republic,Jihočeský,6023534,0.077476913,1.70E+18,2.03E+19
667,667,CZE.2_1,CZE,Czech Republic,Jihomoravský,4807721,0.662145656,1.16E+19,5.93E+18
668,668,CZE.3_1,CZE,Czech Republic,Karlovarský,1696301,0.605199912,3.75E+18,2.44E+18
669,669,CZE.4_1,CZE,Czech Republic,Kraj Vysočina,5208806,0.551019514,1.05E+19,8.54E+18
670,670,CZE.5_1,CZE,Czech Republic,Královéhradecký,5973764,0.938658395,2.05E+19,1.34E+18
671,671,CZE.6_1,CZE,Czech Republic,Liberecký,6851149,0.640320113,1.60E+19,8.99E+18
672,672,CZE.7_1,CZE,Czech Republic,Moravskoslezský,3834348,0.765040383,1.07E+19,3.29E+18
673,673,CZE.8_1,CZE,Czech Republic,Olomoucký,5937354,0.703067123,1.52E+19,6.43E+18
674,674,CZE.9_1,CZE,Czech Republic,Pardubický,3280356,0.597646669,7.16E+18,4.82E+18
675,675,CZE.10_1,CZE,Czech Republic,Plzeňský,8072481,0.297961025,8.78E+18,2.07E+19
676,676,CZE.11_1,CZE,Czech Republic,Prague,2006129,0.37136329,2.72E+18,4.60E+18
677,677,CZE.12_1,CZE,Czech Republic,Středočeský,8023919,0.909159083,2.66E+19,2.66E+18
678,678,CZE.13_1,CZE,Czech Republic,Ústecký,5005242,0.716975774,1.31E+19,5.17E+18
679,679,CZE.14_1,CZE,Czech Republic,Zlínský,9924131,0.848067068,3.07E+19,5.50E+18
680,680,DEU.1_1,DEU,Germany,Baden-Württemberg,475107,0.318994391,5.53E+17,1.18E+18
681,681,DEU.2_1,DEU,Germany,Bayern,7622741,0.994804599,2.77E+19,1.45E+17
682,682,DEU.3_1,DEU,Germany,Berlin,980443,0.62492211,2.24E+18,1.34E+18
683,683,DEU.4_1,DEU,Germany,Brandenburg,4361384,0.633130764,1.01E+19,5.84E+18
684,684,DEU.5_1,DEU,Germany,Bremen,2908739,0.81882321,8.69E+18,1.92E+18
685,685,DEU.6_1,DEU,Germany,Hamburg,8657807,0.827590121,2.62E+19,5.45E+18
686,686,DEU.7_1,DEU,Germany,Hessen,8980783,0.82936937,2.72E+19,5.59E+18
687,687,DEU.8_1,DEU,Germany,Mecklenburg-Vorpommern,2009055,0.203773918,1.49E+18,5.84E+18
688,688,DEU.9_1,DEU,Germany,Niedersachsen,2454682,0.455872559,4.08E+18,4.88E+18
689,689,DEU.10_1,DEU,Germany,Nordrhein-Westfalen,1626683,0.401871269,2.39E+18,3.55E+18
690,690,DEU.11_1,DEU,Germany,Rheinland-Pfalz,8610758,0.715792757,2.25E+19,8.93E+18
691,691,DEU.12_1,DEU,Germany,Saarland,8165157,0.231100282,6.89E+18,2.29E+19
692,692,DEU.14_1,DEU,Germany,Sachsen,6745892,0.488610885,1.20E+19,1.26E+19
693,693,DEU.13_1,DEU,Germany,Sachsen-Anhalt,2742977,0.488597318,4.89E+18,5.12E+18
694,694,DEU.15_1,DEU,Germany,Schleswig-Holstein,2821590,0.096345618,9.92E+17,9.31E+18
695,695,DEU.16_1,DEU,Germany,Thüringen,151401,0.001557614,8.61E+14,5.52E+17
696,696,DJI.1_1,DJI,Djibouti,Ali Sabieh,1921386,0.442943355,3.11E+18,3.91E+18
697,697,DJI.2_1,DJI,Djibouti,Dikhil,3934923,0.31321284,4.50E+18,9.86E+18
698,698,DJI.3_1,DJI,Djibouti,Djibouti,8540987,0.546972997,1.71E+19,1.41E+19
699,699,DJI.4_1,DJI,Djibouti,Obock,5617601,0.142898767,2.93E+18,1.76E+19
700,700,DJI.5_1,DJI,Djibouti,Tadjourah,7548567,0.665858761,1.83E+19,9.21E+18
701,701,DMA.1_1,DMA,Dominica,Saint Andrew,3167310,0.296989787,3.43E+18,8.13E+18
702,702,DMA.2_1,DMA,Dominica,Saint David,7769704,0.578702021,1.64E+19,1.19E+19
703,703,DMA.3_1,DMA,Dominica,Saint George,444163,0.147401662,2.39E+17,1.38E+18
704,704,DMA.4_1,DMA,Dominica,Saint John,5499057,0.259836976,5.22E+18,1.49E+19
705,705,DMA.5_1,DMA,Dominica,Saint Joseph,5990003,0.150575339,3.29E+18,1.86E+19
706,706,DMA.6_1,DMA,Dominica,Saint Luke,9767676,0.880961918,3.14E+19,4.24E+18
707,707,DMA.7_1,DMA,Dominica,Saint Mark,6518116,0.972031046,2.31E+19,6.65E+17
708,708,DMA.8_1,DMA,Dominica,Saint Patrick,277413,0.04157264,4.21E+16,9.70E+17
709,709,DMA.9_1,DMA,Dominica,Saint Paul,9720950,0.096674297,3.43E+18,3.21E+19
710,710,DMA.10_1,DMA,Dominica,Saint Peter,8882854,0.203020592,6.58E+18,2.58E+19
711,711,DNK.1_1,DNK,Denmark,Hovedstaden,5311002,0.452215593,8.77E+18,1.06E+19
712,712,DNK.2_1,DNK,Denmark,Midtjylland,7744282,0.535503966,1.51E+19,1.31E+19
713,713,DNK.3_1,DNK,Denmark,Nordjylland,2856326,0.660331169,6.88E+18,3.54E+18
714,714,DNK.4_1,DNK,Denmark,Sjælland,5438316,0.456919436,9.07E+18,1.08E+19
715,715,DNK.5_1,DNK,Denmark,Syddanmark,6451352,0.739520452,1.74E+19,6.13E+18
716,716,DOM.1_1,DOM,Dominican Republic,Azua,4996358,0.820284058,1.50E+19,3.28E+18
717,717,DOM.2_1,DOM,Dominican Republic,Bahoruco,7645784,0.090900917,2.54E+18,2.54E+19
718,718,DOM.3_1,DOM,Dominican Republic,Barahona,5259309,0.380779265,7.31E+18,1.19E+19
719,719,DOM.4_1,DOM,Dominican Republic,Dajabón,6354162,0.710056308,1.65E+19,6.72E+18
720,720,DOM.5_1,DOM,Dominican Republic,Distrito Nacional,7284266,0.811817758,2.16E+19,5.00E+18
721,721,DOM.6_1,DOM,Dominican Republic,Duarte,8427358,0.298984323,9.20E+18,2.16E+19
722,722,DOM.7_1,DOM,Dominican Republic,El Seybo,7955135,0.566381372,1.64E+19,1.26E+19
723,723,DOM.8_1,DOM,Dominican Republic,Espaillat,3518538,0.128656433,1.65E+18,1.12E+19
724,724,DOM.9_1,DOM,Dominican Republic,Hato Mayor,9559746,0.094960118,3.31E+18,3.16E+19
725,725,DOM.10_1,DOM,Dominican Republic,Independencia,7981694,0.819705404,2.39E+19,5.25E+18
726,726,DOM.11_1,DOM,Dominican Republic,La Altagracia,3997198,0.78237601,1.14E+19,3.18E+18
727,727,DOM.12_1,DOM,Dominican Republic,La Estrelleta,7588173,0.589163708,1.63E+19,1.14E+19
728,728,DOM.13_1,DOM,Dominican Republic,La Romana,6781847,0.255661815,6.33E+18,1.84E+19
729,729,DOM.14_1,DOM,Dominican Republic,La Vega,3230296,0.493365495,5.82E+18,5.97E+18
730,730,DOM.15_1,DOM,Dominican Republic,María Trinidad Sánchez,1061793,0.043029387,1.67E+17,3.71E+18
731,731,DOM.16_1,DOM,Dominican Republic,Monseñor Nouel,2019975,0.01018842,7.51E+16,7.30E+18
732,732,DOM.17_1,DOM,Dominican Republic,Monte Cristi,6979217,0.630072994,1.61E+19,9.42E+18
733,733,DOM.18_1,DOM,Dominican Republic,Monte Plata,3559617,0.753704594,9.79E+18,3.20E+18
734,734,DOM.19_1,DOM,Dominican Republic,Pedernales,4132260,0.274632266,4.14E+18,1.09E+19
735,735,DOM.20_1,DOM,Dominican Republic,Peravia,6588224,0.619549183,1.49E+19,9.15E+18
736,736,DOM.21_1,DOM,Dominican Republic,Puerto Plata,9962582,0.118675925,4.32E+18,3.20E+19
737,737,DOM.22_1,DOM,Dominican Republic,Salcedo,2050738,0.771735205,5.78E+18,1.71E+18
738,738,DOM.23_1,DOM,Dominican Republic,Samaná,4065546,0.503846041,7.48E+18,7.36E+18
739,739,DOM.24_1,DOM,Dominican Republic,San Cristóbal,3802585,0.427466345,5.93E+18,7.95E+18
740,740,DOM.25_1,DOM,Dominican Republic,San José de Ocoa,4810334,0.076942905,1.35E+18,1.62E+19
741,741,DOM.26_1,DOM,Dominican Republic,San Juan,6341889,0.012273302,2.84E+17,2.29E+19
742,742,DOM.27_1,DOM,Dominican Republic,San Pedro de Macorís,3557160,0.240080107,3.12E+18,9.87E+18
743,743,DOM.28_1,DOM,Dominican Republic,Sánchez Ramírez,1931910,0.690651659,4.87E+18,2.18E+18
744,744,DOM.30_1,DOM,Dominican Republic,Santiago,7532961,0.125094114,3.44E+18,2.41E+19
745,745,DOM.29_1,DOM,Dominican Republic,Santiago Rodríguez,9555693,0.064792991,2.26E+18,3.26E+19
746,746,DOM.31_1,DOM,Dominican Republic,Santo Domingo,4205679,0.392912037,6.03E+18,9.32E+18
747,747,DOM.32_1,DOM,Dominican Republic,Valverde,9111099,0.527114468,1.75E+19,1.57E+19
748,748,DZA.1_1,DZA,Algeria,Adrar,3193921,0.809576093,9.44E+18,2.22E+18
749,749,DZA.2_1,DZA,Algeria,Aïn Defla,3297174,0.700165042,8.43E+18,3.61E+18
750,750,DZA.3_1,DZA,Algeria,Aïn Témouchent,6672395,0.037824615,9.21E+17,2.34E+19
751,751,DZA.4_1,DZA,Algeria,Alger,9521634,0.308222835,1.07E+19,2.40E+19
752,752,DZA.5_1,DZA,Algeria,Annaba,34054,0.862282966,1.07E+17,1.71E+16
753,753,DZA.6_1,DZA,Algeria,Batna,9855780,0.49294618,1.77E+19,1.82E+19
754,754,DZA.7_1,DZA,Algeria,Béchar,1847093,0.542124773,3.65E+18,3.09E+18
755,755,DZA.8_1,DZA,Algeria,Béjaïa,1192110,0.482658456,2.10E+18,2.25E+18
756,756,DZA.9_1,DZA,Algeria,Biskra,3440588,0.182523821,2.29E+18,1.03E+19
757,757,DZA.10_1,DZA,Algeria,Blida,9040622,0.874351503,2.89E+19,4.15E+18
758,758,DZA.11_1,DZA,Algeria,Bordj Bou Arréridj,2824025,0.702715177,7.24E+18,3.06E+18
759,759,DZA.12_1,DZA,Algeria,Bouira,528072,0.866262911,1.67E+18,2.58E+17
760,760,DZA.13_1,DZA,Algeria,Boumerdès,6339585,0.330384888,7.64E+18,1.55E+19
761,761,DZA.14_1,DZA,Algeria,Chlef,2410835,0.372011761,3.27E+18,5.53E+18
762,762,DZA.15_1,DZA,Algeria,Constantine,3928307,0.207904937,2.98E+18,1.14E+19
763,763,DZA.16_1,DZA,Algeria,Djelfa,4993489,0.690128002,1.26E+19,5.65E+18
764,764,DZA.17_1,DZA,Algeria,El Bayadh,9523762,0.483567837,1.68E+19,1.80E+19
765,765,DZA.18_1,DZA,Algeria,El Oued,2842336,0.482231094,5.00E+18,5.37E+18
766,766,DZA.19_1,DZA,Algeria,El Tarf,6013025,0.265469747,5.83E+18,1.61E+19
767,767,DZA.20_1,DZA,Algeria,Ghardaïa,9262986,0.063618796,2.15E+18,3.17E+19
768,768,DZA.21_1,DZA,Algeria,Guelma,2629138,0.11818077,1.13E+18,8.46E+18
769,769,DZA.22_1,DZA,Algeria,Illizi,2473371,0.995406447,8.99E+18,4.15E+16
770,770,DZA.23_1,DZA,Algeria,Jijel,2023294,0.094490965,6.98E+17,6.69E+18
771,771,DZA.24_1,DZA,Algeria,Khenchela,5719174,0.327438533,6.84E+18,1.40E+19
772,772,DZA.25_1,DZA,Algeria,Laghouat,897052,0.007300238,2.39E+16,3.25E+18
773,773,DZA.26_1,DZA,Algeria,M'Sila,8345924,0.001703828,5.19E+16,3.04E+19
774,774,DZA.27_1,DZA,Algeria,Mascara,9162839,0.049270885,1.65E+18,3.18E+19
775,775,DZA.28_1,DZA,Algeria,Médéa,8398756,0.854696217,2.62E+19,4.45E+18
776,776,DZA.29_1,DZA,Algeria,Mila,8285856,0.722178544,2.18E+19,8.40E+18
777,777,DZA.30_1,DZA,Algeria,Mostaganem,9271088,0.456815597,1.55E+19,1.84E+19
778,778,DZA.31_1,DZA,Algeria,Naâma,9580592,0.205669522,7.19E+18,2.78E+19
779,779,DZA.32_1,DZA,Algeria,Oran,106854,0.746995152,2.91E+17,9.87E+16
780,780,DZA.33_1,DZA,Algeria,Ouargla,2872360,0.351918723,3.69E+18,6.79E+18
781,781,DZA.34_1,DZA,Algeria,Oum el Bouaghi,101592,0.844187283,3.13E+17,5.78E+16
782,782,DZA.35_1,DZA,Algeria,Relizane,1101244,0.551095226,2.22E+18,1.80E+18
783,783,DZA.36_1,DZA,Algeria,Saïda,8085524,0.022891344,6.76E+17,2.88E+19
784,784,DZA.37_1,DZA,Algeria,Sétif,8036181,0.720221822,2.11E+19,8.21E+18
785,785,DZA.38_1,DZA,Algeria,Sidi Bel Abbès,1386631,0.182464542,9.23E+17,4.14E+18
786,786,DZA.39_1,DZA,Algeria,Skikda,7082939,0.090440529,2.34E+18,2.35E+19
787,787,DZA.40_1,DZA,Algeria,Souk Ahras,1236910,0.207015217,9.35E+17,3.58E+18
788,788,DZA.41_1,DZA,Algeria,Tamanghasset,3332403,0.83773285,1.02E+19,1.97E+18
789,789,DZA.42_1,DZA,Algeria,Tébessa,441084,0.705488508,1.14E+18,4.74E+17
790,790,DZA.43_1,DZA,Algeria,Tiaret,6132588,0.023213812,5.20E+17,2.19E+19
791,791,DZA.44_1,DZA,Algeria,Tindouf,1234641,0.797472822,3.59E+18,9.13E+17
792,792,DZA.45_1,DZA,Algeria,Tipaza,2519656,0.232387802,2.14E+18,7.06E+18
793,793,DZA.46_1,DZA,Algeria,Tissemsilt,7577989,0.785044633,2.17E+19,5.95E+18
794,794,DZA.47_1,DZA,Algeria,Tizi Ouzou,6437261,0.376204837,8.84E+18,1.47E+19
795,795,DZA.48_1,DZA,Algeria,Tlemcen,5955524,0.844675557,1.84E+19,3.38E+18
796,796,ECU.1_1,ECU,Ecuador,Azuay,7905681,0.988141936,2.85E+19,3.42E+17
797,797,ECU.2_1,ECU,Ecuador,Bolivar,8166339,0.896578271,2.67E+19,3.08E+18
798,798,ECU.3_1,ECU,Ecuador,Cañar,4626306,0.771299758,1.30E+19,3.86E+18
799,799,ECU.4_1,ECU,Ecuador,Carchi,4973910,0.009004302,1.63E+17,1.80E+19
800,800,ECU.5_1,ECU,Ecuador,Chimborazo,5054554,0.824153749,1.52E+19,3.24E+18
801,801,ECU.6_1,ECU,Ecuador,Cotopaxi,461921,0.942401505,1.59E+18,9.71E+16
802,802,ECU.7_1,ECU,Ecuador,El Oro,853641,0.169366607,5.28E+17,2.59E+18
803,803,ECU.8_1,ECU,Ecuador,Esmeraldas,9239727,0.354292091,1.19E+19,2.18E+19
804,804,ECU.9_1,ECU,Ecuador,Galápagos,812601,0.60792479,1.80E+18,1.16E+18
805,805,ECU.10_1,ECU,Ecuador,Guayas,2981486,0.984642699,1.07E+19,1.67E+17
806,806,ECU.11_1,ECU,Ecuador,Imbabura,4313950,0.128221888,2.02E+18,1.37E+19
807,807,ECU.12_1,ECU,Ecuador,Loja,2250155,0.365950692,3.01E+18,5.21E+18
808,808,ECU.13_1,ECU,Ecuador,Los Rios,8791950,0.732405708,2.35E+19,8.59E+18
809,809,ECU.14_1,ECU,Ecuador,Manabi,1352035,0.603290411,2.98E+18,1.96E+18
810,810,ECU.15_1,ECU,Ecuador,Morona Santiago,5530965,0.768149139,1.55E+19,4.68E+18
811,811,ECU.16_1,ECU,Ecuador,Napo,1002568,0.565113589,2.07E+18,1.59E+18
812,812,ECU.17_1,ECU,Ecuador,Orellana,1053049,0.960355464,3.69E+18,1.52E+17
813,813,ECU.18_1,ECU,Ecuador,Pastaza,5101529,0.451082338,8.40E+18,1.02E+19
814,814,ECU.19_1,ECU,Ecuador,Pichincha,7492059,0.509322969,1.39E+19,1.34E+19
815,815,ECU.20_1,ECU,Ecuador,Santa Elena,3844477,0.028899995,4.06E+17,1.36E+19
816,816,ECU.21_1,ECU,Ecuador,Santo Domingo de los Tsachilas,3611941,0.659941859,8.70E+18,4.48E+18
817,817,ECU.22_1,ECU,Ecuador,Sucumbios,3673111,0.632445984,8.48E+18,4.93E+18
818,818,ECU.23_1,ECU,Ecuador,Tungurahua,784521,0.284226814,8.14E+17,2.05E+18
819,819,ECU.24_1,ECU,Ecuador,Zamora Chinchipe,5903580,0.630710456,1.36E+19,7.96E+18
820,820,EGY.1_1,EGY,Egypt,Ad Daqahliyah,1135212,0.537008043,2.23E+18,1.92E+18
821,821,EGY.2_1,EGY,Egypt,Al Bahr al Ahmar,5312250,0.191554656,3.71E+18,1.57E+19
822,822,EGY.3_1,EGY,Egypt,Al Buhayrah,5540490,0.572053557,1.16E+19,8.65E+18
823,823,EGY.4_1,EGY,Egypt,Al Fayyum,374828,0.114821692,1.57E+17,1.21E+18
824,824,EGY.5_1,EGY,Egypt,Al Gharbiyah,3137801,0.705957213,8.09E+18,3.37E+18
825,825,EGY.6_1,EGY,Egypt,Al Iskandariyah,4526585,0.985282281,1.63E+19,2.43E+17
826,826,EGY.7_1,EGY,Egypt,Al Isma`iliyah,1412395,0.255346128,1.32E+18,3.84E+18
827,827,EGY.8_1,EGY,Egypt,Al Jizah,2231450,0.630017498,5.13E+18,3.01E+18
828,828,EGY.9_1,EGY,Egypt,Al Minufiyah,3823475,0.930981401,1.30E+19,9.63E+17
829,829,EGY.10_1,EGY,Egypt,Al Minya,47295,0.063173673,1.09E+16,1.62E+17
830,830,EGY.11_1,EGY,Egypt,Al Qahirah,4286928,0.728374893,1.14E+19,4.25E+18
831,831,EGY.12_1,EGY,Egypt,Al Qalyubiyah,3659560,0.548183151,7.32E+18,6.04E+18
832,832,EGY.13_1,EGY,Egypt,Al Uqsur,5778088,0.459736076,9.70E+18,1.14E+19
833,833,EGY.14_1,EGY,Egypt,Al Wadi al Jadid,1881725,0.530171332,3.64E+18,3.23E+18
834,834,EGY.15_1,EGY,Egypt,As Suways,7271404,0.243234416,6.46E+18,2.01E+19
835,835,EGY.16_1,EGY,Egypt,Ash Sharqiyah,3700036,0.326814548,4.41E+18,9.09E+18
