id,microbial_group,indicator_or_pathogen,microorganism_common_name,units,molecular_or_culture,authors,bib_id,location_comment,location,country,matrix,technology,year_published,initial_concentration,final_concentration ,light_conditions,temperature_celsius,light_intensity_watts_per_square_meter,pH,moisture_content_percent,urine,additive,urea,experiment_id,nh3_mg_L,time_days,log10_reduction,imputed,comments
241,Bacteria,Pathogen,Salmonella enterica Typhimurium LT2,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,3.33E+05,Light,15,400,5.93,0,NA,None ,None,13,,0.05,0.48,pH,
242,Bacteria,Pathogen,Salmonella enterica Typhimurium LT2,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,2.18E+05,Light,15,400,6.67,0,NA,None ,None,13,,0.05,0.66,pH,
243,Bacteria,Pathogen,Salmonella enterica Typhimurium LT2,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,3.39E+05,Light,15,400,5.93,0,NA,None ,None,13,,0.06,0.47,pH,
244,Bacteria,Pathogen,Salmonella enterica Typhimurium LT2,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,3.93E+05,Light,15,400,6.67,0,NA,None ,None,13,,0.05,0.41,pH,
245,Bacteria,Pathogen,Salmonella enterica Typhimurium LT2,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.64E+05,Light,15,400,5.93,0,NA,None ,None,13,,0.06,0.79,pH,
246,Bacteria,Pathogen,Salmonella enterica Typhimurium LT2,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,3.11E+05,Light,15,400,5.93,0,NA,None ,None,13,,0.06,0.51,pH,
247,Bacteria,Pathogen,Salmonella enterica Typhimurium LT2,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,2.80E+05,Light,15,400,6.67,0,NA,None ,None,13,,0.07,0.55,pH,
248,Bacteria,Pathogen,Salmonella enterica Typhimurium LT2,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,2.94E+05,Light,15,400,5.93,0,NA,None ,None,13,,0.07,0.53,pH,
249,Bacteria,Pathogen,Salmonella enterica Typhimurium LT2,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.83E+05,Light,15,400,6.67,0,NA,None ,None,13,,0.09,0.74,pH,
250,Bacteria,Pathogen,Salmonella enterica Typhimurium LT2,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,7.35E+04,Light,15,400,6.67,0,NA,None ,None,13,,0.09,1.13,pH,
251,Bacteria,Pathogen,Salmonella enterica Typhimurium LT2,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.02E+05,Light,15,400,5.93,0,NA,None ,None,13,,0.09,0.99,pH,
252,Bacteria,Pathogen,Salmonella enterica Typhimurium LT2,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,6.22E+04,Light,15,400,5.93,0,NA,None ,None,13,,0.08,1.21,pH,
253,Bacteria,Pathogen,Salmonella enterica Typhimurium LT2,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.78E+05,Light,15,400,6.67,0,NA,None ,None,13,,0.08,0.75,pH,
254,Bacteria,Pathogen,Salmonella enterica Typhimurium LT2,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.64E+05,Light,15,400,6.67,0,NA,None ,None,13,,0.08,0.79,pH,
255,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,8.81E+05,Light,15,400,6.67,0,NA,None ,None,14,,0.01,0.05,pH,
256,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,7.66E+05,Light,15,400,5.93,0,NA,None ,None,14,,0.01,0.12,pH,
257,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,7.49E+05,Light,15,400,6.67,0,NA,None ,None,14,,0.02,0.13,pH,
258,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,6.67E+05,Light,15,400,6.67,0,NA,None ,None,14,,0.02,0.18,pH,
259,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,6.70E+05,Light,15,400,6.67,0,NA,None ,None,14,,0.03,0.17,pH,
260,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,5.65E+05,Light,15,400,5.93,0,NA,None ,None,14,,0.03,0.25,pH,
261,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,4.41E+05,Light,15,400,6.67,0,NA,None ,None,14,,0.04,0.36,pH,
262,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,4.07E+05,Light,15,400,6.67,0,NA,None ,None,14,,0.04,0.39,pH,
263,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,4.07E+05,Light,15,400,6.67,0,NA,None ,None,14,,0.04,0.39,pH,
264,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,2.94E+05,Light,15,400,6.67,0,NA,None ,None,14,,0.05,0.53,pH,
265,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,2.66E+05,Light,15,400,6.67,0,NA,None ,None,14,,0.05,0.58,pH,
266,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,2.66E+05,Light,15,400,6.67,0,NA,None ,None,14,,0.05,0.58,pH,
267,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,3.05E+05,Light,15,400,6.67,0,NA,None ,None,14,,0.06,0.52,pH,
268,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,2.40E+05,Light,15,400,5.93,0,NA,None ,None,14,,0.07,0.62,pH,
269,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.99E+04,Light,15,400,6.67,0,NA,None ,None,14,,0.06,1.7,pH,
270,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,8.20E+04,Light,15,400,6.67,0,NA,None ,None,14,,0.06,1.09,pH,
271,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,8.18E+04,Light,15,400,6.67,0,NA,None ,None,14,,0.08,1.09,pH,
272,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,3.66E+04,Light,15,400,6.67,0,NA,None ,None,14,,0.07,1.44,pH,
273,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.78E+05,Light,15,400,6.67,0,NA,None ,None,14,,0.08,0.75,pH,
274,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.24E+05,Light,15,400,6.67,0,NA,None ,None,14,,0.09,0.91,pH,
275,Bacteria,Pathogen,Salmonella enterica Heidelberg,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.92E+05,Light,15,400,5.93,0,NA,None ,None,14,,0.08,0.72,pH,
276,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,7.51E+05,Light,15,400,5.93,0,NA,None ,None,15,,0.01,0.12,pH,
277,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,8.53E+05,Light,15,400,5.93,0,NA,None ,None,15,,0.02,0.07,pH,
278,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,8.33E+05,Light,15,400,5.93,0,NA,None ,None,15,,0.03,0.08,pH,
279,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,7.23E+05,Light,15,400,6.67,0,NA,None ,None,15,,0.02,0.14,pH,
280,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,6.61E+05,Light,15,400,5.93,0,NA,None ,None,15,,0.03,0.18,pH,
281,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,6.07E+05,Light,15,400,6.67,0,NA,None ,None,15,,0.04,0.22,pH,
282,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,6.55E+05,Light,15,400,5.93,0,NA,None ,None,15,,0.04,0.18,pH,
283,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,7.06E+05,Light,15,400,6.67,0,NA,None ,None,15,,0.04,0.15,pH,
284,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,4.61E+05,Light,15,400,6.67,0,NA,None ,None,15,,0.05,0.34,pH,
285,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,5.90E+05,Light,15,400,5.93,0,NA,None ,None,15,,0.05,0.23,pH,
286,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,7.32E+05,Light,15,400,6.67,0,NA,None ,None,15,,0.06,0.14,pH,
287,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,3.59E+05,Light,15,400,6.67,0,NA,None ,None,15,,0.06,0.45,pH,
288,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,4.63E+05,Light,15,400,6.67,0,NA,None ,None,15,,0.07,0.33,pH,
289,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,5.65E+05,Light,15,400,6.67,0,NA,None ,None,15,,0.07,0.25,pH,
290,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,4.32E+05,Light,15,400,6.67,0,NA,None ,None,15,,0.08,0.36,pH,
291,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,3.05E+05,Light,15,400,5.93,0,NA,None ,None,15,,0.07,0.52,pH,
292,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,3.14E+05,Light,15,400,5.93,0,NA,None ,None,15,,0.1,0.5,pH,
293,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,2.03E+05,Light,15,400,5.93,0,NA,None ,None,15,,0.08,0.69,pH,
294,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,9.05E+04,Light,15,400,5.93,0,NA,None ,None,15,,0.09,1.04,pH,
295,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,3.68E+04,Light,15,400,5.93,0,NA,None ,None,15,,0.11,1.43,pH,
296,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.98E+05,Light,15,400,5.93,0,NA,None ,None,15,,0.11,0.7,pH,
297,Bacteria,Pathogen,Salmonella enterica Mbandaka,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.89E+05,Light,15,400,6.67,0,NA,None ,None,15,,0.13,0.72,pH,
298,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,8.42E+05,Light,15,400,5.93,0,NA,None ,None,16,,0.01,0.07,pH,
299,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,8.39E+05,Light,15,400,5.93,0,NA,None ,None,16,,0.01,0.08,pH,
300,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,7.94E+05,Light,15,400,6.67,0,NA,None ,None,16,,0.01,0.1,pH,
301,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,7.63E+05,Light,15,400,5.93,0,NA,None ,None,16,,0.02,0.12,pH,
302,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,7.51E+05,Light,15,400,5.93,0,NA,None ,None,16,,0.02,0.12,pH,
303,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,6.89E+05,Light,15,400,5.93,0,NA,None ,None,16,,0.02,0.16,pH,
304,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,6.72E+05,Light,15,400,6.67,0,NA,None ,None,16,,0.03,0.17,pH,
305,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,5.45E+05,Light,15,400,6.67,0,NA,None ,None,16,,0.03,0.26,pH,
306,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,6.10E+05,Light,15,400,5.93,0,NA,None ,None,16,,0.03,0.21,pH,
307,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,3.73E+05,Light,15,400,6.67,0,NA,None ,None,16,,0.04,0.43,pH,
308,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,3.98E+05,Light,15,400,5.93,0,NA,None ,None,16,,0.04,0.4,pH,
309,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,2.49E+05,Light,15,400,5.93,0,NA,None ,None,16,,0.05,0.6,pH,
310,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,2.40E+05,Light,15,400,5.93,0,NA,None ,None,16,,0.05,0.62,pH,
311,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.87E+05,Light,15,400,6.67,0,NA,None ,None,16,,0.06,0.73,pH,
312,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,2.06E+05,Light,15,400,5.93,0,NA,None ,None,16,,0.06,0.69,pH,
313,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,2.09E+05,Light,15,400,5.93,0,NA,None ,None,16,,0.06,0.68,pH,
314,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,2.03E+05,Light,15,400,5.93,0,NA,None ,None,16,,0.07,0.69,pH,
315,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.75E+05,Light,15,400,5.93,0,NA,None ,None,16,,0.07,0.76,pH,
316,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.02E+05,Light,15,400,6.67,0,NA,None ,None,16,,0.07,0.99,pH,
317,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,5.75E+03,Light,15,400,6.87,0,NA,None ,None,16,,0.08,2.24,pH,
318,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,5.75E+03,Light,15,400,7.4,0,NA,None ,None,16,,0.08,2.24,pH,
319,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,1.40E+04,Light,15,400,7.4,0,NA,None ,None,16,,0.08,1.85,pH,
320,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,8.18E+04,Light,15,400,5.93,0,NA,None ,None,16,,0.09,1.09,pH,
321,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,5.64E+04,Light,15,400,6.67,0,NA,None ,None,16,,0.09,1.25,pH,
322,Bacteria,Pathogen,Salmonella enterica Typhimurium ST19,,Culture,Boehm et al. (2012),7187,Laboratory-based study,"Stanford, California",United States,Marine Water,None,2012,1.00E+06,8.75E+04,Light,15,400,5.93,0,NA,None ,None,16,,0.09,1.06,pH,
323,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,1.31E+08,4.15E+07,Dark,24,NA,7.35,0,NA,None ,None,17,,4,0.5,,
324,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,1.31E+08,3.06E+07,Dark,24,NA,7.35,0,NA,None ,None,17,,7,0.63,,
325,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,1.31E+08,1.11E+06,Dark,24,NA,7.35,0,NA,None ,None,17,,14,2.07,,
326,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,1.31E+08,7.13E+04,Dark,24,NA,7.35,0,NA,None ,None,17,,21,3.26,,
327,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,1.31E+08,1.50E+04,Dark,24,NA,7.35,0,NA,None ,None,17,,25,3.94,,
328,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,1.31E+08,3.62E+03,Dark,24,NA,7.35,0,NA,None ,None,17,,28,4.56,,
329,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,1.31E+08,1.07E+03,Dark,24,NA,7.35,0,NA,None ,None,17,,34,5.09,,
330,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,1.31E+08,7.63E+01,Dark,24,NA,7.35,0,NA,None ,None,17,,42,6.24,,
331,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,6.02E+07,Dark,24,NA,6.87,0,NA,None ,None,18,,4,0.19,,
332,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,3.27E+07,Dark,24,NA,6.87,0,NA,None ,None,18,,7,0.46,,
333,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,5.44E+05,Dark,24,NA,6.87,0,NA,None ,None,18,,14,2.24,,
334,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,1.18E+04,Dark,24,NA,6.87,0,NA,None ,None,18,,21,3.9,,
335,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,3.87E+03,Dark,24,NA,6.87,0,NA,None ,None,18,,25,4.38,,
336,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,1.84E+02,Dark,24,NA,6.87,0,NA,None ,None,18,,28,5.71,,
337,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,2.76E+01,Dark,24,NA,6.87,0,NA,None ,None,18,,34,6.53,,
338,Bacteria,Indicator,Escherichia coli,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Lowicz, Lodz",Poland,Sewage,None,2008,9.35E+07,1.00E+01,Dark,24,NA,6.87,0,NA,None ,None,18,,42,6.97,,
339,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,4.15E+07,Dark,6,NA,5.93,0,NA,None ,None,19,,4,0.32,,
340,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,1.03E+07,Dark,6,NA,5.93,0,NA,None ,None,19,,7,0.93,,
341,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,1.00E+05,Dark,6,NA,5.93,0,NA,None ,None,19,,14,2.94,,
342,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,5.62E+02,Dark,6,NA,5.93,0,NA,None ,None,19,,21,5.19,,
343,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,1.90E+02,Dark,6,NA,5.93,0,NA,None ,None,19,,25,5.66,,
344,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,1.00E+02,Dark,6,NA,5.93,0,NA,None ,None,19,,28,5.94,,
345,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,1.15E+01,Dark,6,NA,5.93,0,NA,None ,None,19,,34,6.88,,
346,Bacteria,Indicator,Escherichia coli O157:H7,,Culture,Czajkowska et al. (2008),9063,Laboratory-based study,"Garwolin, Masovian",Poland,Sewage,None,2008,8.73E+07,1.00E+00,Dark,6,NA,5.93,0,NA,None ,None,19,,42,7.94,,
